epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
98,78273,1.25002,1.8851,1.41638,0.01153,0.83632,0.62877,0.51303,0.53596,0.33848,0.60799,0.49939,0.50699,0.29052,1.52643,2.61621,2.11643,0.0219,0,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
99,79068.6,1.23882,1.87654,1.4013,0.01144,0.83303,0.63986,0.5086,0.5363,0.33881,0.61638,0.4953,0.50683,0.2903,1.5288,2.61763,2.11405,0.02193,0,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
100,79865.7,1.24034,1.88966,1.39915,0.01151,0.83329,0.64732,0.5087,0.53712,0.33968,0.62231,0.49654,0.50836,0.29105,1.52917,2.61679,2.11486,0.02197,0,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
101,80662.8,1.22751,1.8706,1.38938,0.01133,0.82046,0.63957,0.50992,0.53607,0.33912,0.61951,0.49566,0.50768,0.29036,1.527,2.61796,2.12093,0.02193,0,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
102,81459.7,1.22696,1.85822,1.36431,0.01127,0.81395,0.65046,0.50444,0.5376,0.34031,0.63225,0.49058,0.50951,0.2919,1.5279,2.62298,2.12015,0.02193,0,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
103,82256.9,1.22606,1.85704,1.37241,0.01136,0.81622,0.64438,0.51245,0.53802,0.34059,0.62665,0.49733,0.50997,0.29205,1.52653,2.6255,2.12362,0.02189,0,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
104,83053.3,1.22389,1.84601,1.35079,0.01134,0.80198,0.64378,0.51121,0.53771,0.33955,0.62903,0.4935,0.509,0.29132,1.52735,2.62645,2.12761,0.02189,0,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
105,83848.6,1.21049,1.83588,1.331,0.01117,0.78433,0.64523,0.51002,0.5381,0.34048,0.62919,0.49494,0.50934,0.29196,1.52808,2.62734,2.12891,0.02192,0,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
106,84643.3,1.21717,1.82997,1.34435,0.01114,0.7935,0.64221,0.5124,0.53806,0.34018,0.62807,0.49541,0.50917,0.29216,1.52812,2.63146,2.13039,0.02189,0,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
107,85439.4,1.21399,1.8209,1.32871,0.01121,0.77649,0.63508,0.51395,0.538,0.34028,0.62443,0.49654,0.50878,0.29222,1.52879,2.63353,2.13194,0.02191,0,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
108,86236,1.20624,1.81175,1.30827,0.01096,0.76999,0.63987,0.5123,0.53874,0.34072,0.62788,0.49533,0.5095,0.29266,1.53036,2.63874,2.13005,0.02193,0,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
109,87031.8,1.19854,1.80709,1.30102,0.01097,0.76335,0.64939,0.50739,0.53866,0.34101,0.63146,0.49343,0.51021,0.29307,1.53253,2.64128,2.12932,0.02195,0,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
110,87828.6,1.19381,1.78683,1.28049,0.01104,0.74816,0.64702,0.50901,0.5388,0.3406,0.62894,0.49406,0.50989,0.29301,1.53264,2.64239,2.13164,0.02194,0,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
111,88625.3,1.18713,1.78383,1.27071,0.01086,0.74119,0.65079,0.50839,0.53836,0.34031,0.62806,0.49453,0.50918,0.29301,1.53217,2.64624,2.13397,0.02192,0,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
112,89421.8,1.18609,1.76955,1.25176,0.01075,0.74539,0.64661,0.51004,0.5386,0.34032,0.62515,0.49492,0.50877,0.29273,1.53415,2.65099,2.13259,0.02196,0,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
113,90219,1.18414,1.76312,1.24501,0.01075,0.73615,0.65259,0.50793,0.53848,0.34054,0.62531,0.49505,0.50942,0.29263,1.53454,2.65361,2.134,0.02199,0,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
114,91016.1,1.17966,1.76054,1.24109,0.01059,0.7343,0.65229,0.50834,0.53901,0.3404,0.62578,0.49564,0.50948,0.29289,1.53498,2.65689,2.1362,0.02203,0,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
115,91813.3,1.17237,1.74396,1.2226,0.01056,0.7218,0.65687,0.50468,0.53878,0.34068,0.62734,0.49552,0.51056,0.29334,1.53463,2.65809,2.13737,0.02201,0,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
116,92609.3,1.17291,1.74671,1.22791,0.01057,0.71738,0.65827,0.50536,0.53965,0.34149,0.62931,0.49411,0.51173,0.29426,1.53496,2.66112,2.13789,0.022,0,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
117,93406.8,1.16421,1.72571,1.2006,0.01044,0.70985,0.6566,0.5063,0.53972,0.34227,0.62593,0.49711,0.51206,0.29471,1.53325,2.6625,2.14133,0.02196,0,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
118,94203.8,1.16164,1.72207,1.19311,0.01053,0.70464,0.64533,0.51069,0.53968,0.34263,0.6204,0.49795,0.51225,0.29469,1.53392,2.66582,2.1436,0.02198,0,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
119,95001,1.15446,1.71394,1.19189,0.01048,0.69891,0.66028,0.50316,0.53888,0.342,0.62494,0.49662,0.51136,0.29444,1.53483,2.67011,2.14331,0.02201,0,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
120,95796.7,1.15522,1.69658,1.1636,0.01038,0.69403,0.66408,0.50202,0.53916,0.34177,0.62759,0.49636,0.51175,0.2944,1.53493,2.67159,2.14562,0.02201,0,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
121,96592.8,1.14646,1.70144,1.17236,0.01028,0.69169,0.66231,0.50212,0.53917,0.34147,0.62512,0.49798,0.51178,0.29433,1.53588,2.67457,2.14553,0.02203,0,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
122,97389,1.14293,1.68928,1.15818,0.0102,0.68596,0.65936,0.50345,0.53952,0.34171,0.62208,0.50141,0.51263,0.29472,1.53622,2.67465,2.14643,0.02203,0,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
123,98183.4,1.13121,1.66868,1.13494,0.0101,0.67027,0.66383,0.50351,0.53953,0.34235,0.63423,0.49828,0.513,0.29507,1.53683,2.67579,2.14808,0.02203,0,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
124,98978.3,1.13175,1.67654,1.12905,0.01005,0.65524,0.66147,0.50588,0.5398,0.34214,0.63879,0.4956,0.5126,0.29512,1.5361,2.67644,2.152,0.02202,0,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
125,99773.3,1.12833,1.67466,1.11345,0.0101,0.65531,0.65724,0.50674,0.53988,0.34249,0.63168,0.49722,0.51306,0.29541,1.53657,2.67711,2.15598,0.02204,0,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
126,100569,1.1246,1.66763,1.12164,0.00998,0.65323,0.65144,0.50934,0.53981,0.3427,0.63004,0.4984,0.51318,0.29545,1.53734,2.68379,2.15729,0.02206,0,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
127,101366,1.11024,1.65083,1.08746,0.00979,0.64237,0.65406,0.50753,0.54,0.34311,0.63312,0.49588,0.51382,0.29599,1.53786,2.68474,2.15825,0.02207,0,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
128,102161,1.11583,1.6523,1.09254,0.00991,0.6396,0.64987,0.50723,0.53964,0.34286,0.63059,0.494,0.51348,0.29547,1.54037,2.68886,2.15863,0.0221,0,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
129,102957,1.10756,1.64091,1.09075,0.00978,0.64076,0.65274,0.5086,0.53996,0.34309,0.63415,0.49657,0.51391,0.29573,1.54134,2.69155,2.15925,0.0221,0,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
130,103753,1.10346,1.63248,1.06998,0.00968,0.61874,0.64909,0.51062,0.53958,0.34303,0.62947,0.4987,0.51376,0.29583,1.54154,2.69585,2.16157,0.02212,0,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
131,104548,1.0994,1.62255,1.06309,0.00966,0.62174,0.65266,0.51011,0.53966,0.34295,0.63413,0.49619,0.51296,0.29545,1.54269,2.69922,2.16326,0.02215,0,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
132,105343,1.09617,1.61711,1.05085,0.00964,0.61875,0.65112,0.51144,0.53985,0.34313,0.63228,0.4986,0.51311,0.29552,1.54544,2.7036,2.16313,0.02221,0,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
133,106139,1.08595,1.59706,1.02413,0.00955,0.60165,0.6477,0.51171,0.53966,0.3431,0.62987,0.49823,0.51329,0.29569,1.5459,2.70763,2.16581,0.02221,0,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
134,106935,1.08523,1.60541,1.03797,0.00952,0.61351,0.64375,0.51547,0.53998,0.34327,0.63254,0.49945,0.51381,0.29587,1.54645,2.71023,2.1681,0.02221,0,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
135,107731,1.08998,1.60147,1.02821,0.00947,0.60248,0.64734,0.5138,0.54003,0.34323,0.63652,0.49767,0.51405,0.29585,1.54721,2.71302,2.16998,0.02221,0,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
136,108528,1.07317,1.57672,1.01044,0.0093,0.59391,0.6483,0.5126,0.53976,0.34321,0.63804,0.49633,0.51393,0.29579,1.54592,2.71683,2.1757,0.02218,0,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
137,109324,1.07247,1.57985,1.00344,0.00938,0.58863,0.64901,0.513,0.53962,0.3432,0.63728,0.49662,0.51336,0.29552,1.54728,2.71927,2.17814,0.02221,0,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
138,110119,1.0672,1.57833,0.99127,0.00927,0.58565,0.64789,0.51387,0.53931,0.34282,0.63278,0.49693,0.51315,0.29541,1.54878,2.72198,2.18029,0.02223,0,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
139,110915,1.0557,1.56564,0.98584,0.00914,0.58494,0.64859,0.51193,0.53908,0.3428,0.63319,0.49719,0.51316,0.2953,1.548,2.72818,2.18508,0.02221,0,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
140,111710,1.05932,1.57331,0.97659,0.00913,0.57419,0.65348,0.51095,0.53939,0.34246,0.63806,0.49441,0.51278,0.2953,1.54866,2.73141,2.1881,0.02224,0,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
141,112498,1.07644,1.39273,0.78922,0.01274,0.26362,0.65361,0.51056,0.53881,0.34223,0.643,0.49449,0.51259,0.29507,1.54941,2.73528,2.19086,0.02226,0,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
142,113285,1.04501,1.34982,0.73618,0.01233,0.24891,0.66175,0.50538,0.53914,0.34251,0.64475,0.49117,0.51267,0.29503,1.55059,2.73695,2.19356,0.02227,0,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
143,114072,1.03362,1.33611,0.7243,0.01203,0.24235,0.66134,0.50497,0.53958,0.34302,0.64547,0.48999,0.51326,0.29552,1.55164,2.739,2.19528,0.02228,0,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
144,114857,1.02868,1.33116,0.70713,0.01184,0.23974,0.65417,0.50931,0.53985,0.34317,0.64603,0.49086,0.51372,0.29553,1.55104,2.74275,2.20046,0.02229,0,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
145,115644,1.01595,1.32647,0.69202,0.01151,0.23282,0.6674,0.50007,0.5397,0.34335,0.65306,0.48784,0.5138,0.29588,1.55213,2.74625,2.20344,0.0223,0,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
146,116431,1.00849,1.31778,0.68424,0.01153,0.23261,0.66691,0.50066,0.5403,0.34395,0.6534,0.48687,0.51468,0.29619,1.55308,2.75362,2.20564,0.02232,0,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
147,117218,0.99698,1.30854,0.67329,0.01142,0.22868,0.64677,0.51034,0.54048,0.34394,0.64753,0.48829,0.51496,0.29626,1.55448,2.75764,2.20847,0.02234,0,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
148,118005,0.99511,1.29995,0.65991,0.0113,0.22631,0.66321,0.50517,0.54058,0.34447,0.65163,0.48992,0.51501,0.29663,1.55614,2.76024,2.20924,0.02237,0,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
149,118793,0.98863,1.29255,0.65849,0.01119,0.22661,0.65654,0.50798,0.53994,0.34421,0.6479,0.49128,0.51439,0.29643,1.55599,2.76457,2.21483,0.02238,0,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
150,119580,0.98201,1.29375,0.65404,0.01096,0.22354,0.656,0.50786,0.54011,0.34433,0.64937,0.49156,0.51461,0.29645,1.55687,2.77203,2.21725,0.0224,0,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
